quote_currency,ask_rate,ts,base_currency
USDT,81.4939439464,2023-04-25T12:59:59.999Z,RUB1
USDT,81.5989139679,2023-04-25T13:59:59.999Z,RUB1
USDT,81.7060451111,2023-04-25T14:59:59.999Z,RUB1
USDT,81.6411213601,2023-04-25T15:59:59.999Z,RUB1
USDT,81.6495861424,2023-04-25T16:59:59.999Z,RUB1
USDT,81.7335966976,2023-04-25T17:59:59.999Z,RUB1
USDT,81.7020360973,2023-04-25T18:59:59.999Z,RUB1
USDT,81.7101332634,2023-04-25T19:59:59.999Z,RUB1
USDT,81.7186183662,2023-04-25T20:59:59.999Z,RUB1
USDT,81.6944905429,2023-04-25T21:59:59.999Z,RUB1
USDT,81.7080843275,2023-04-25T22:59:59.999Z,RUB1
USDT,81.7123249152,2023-04-25T23:59:59.999Z,RUB1
USDT,81.7030371335,2023-04-26T00:59:59.999Z,RUB1
USDT,81.7045860301,2023-04-26T01:59:59.999Z,RUB1
USDT,81.7199828857,2023-04-26T02:59:59.999Z,RUB1
USDT,81.7168543366,2023-04-26T03:59:59.999Z,RUB1
USDT,81.5061919477,2023-04-26T04:59:59.999Z,RUB1
USDT,81.5173378915,2023-04-26T05:59:59.999Z,RUB1
USDT,81.6305971897,2023-04-26T06:59:59.999Z,RUB1
USDT,81.5312633335,2023-04-26T07:59:59.999Z,RUB1
USDT,81.5829330822,2023-04-26T08:59:59.999Z,RUB1
USDT,81.6386048434,2023-04-26T09:59:59.999Z,RUB1
USDT,81.8100911082,2023-04-26T10:59:59.999Z,RUB1
USDT,81.7226492324,2023-04-26T11:59:59.999Z,RUB1
USDT,81.7112526188,2023-04-26T12:59:59.999Z,RUB1
USDT,81.7059962743,2023-04-26T13:59:59.999Z,RUB1
USDT,81.7098990766,2023-04-26T14:59:59.999Z,RUB1
USDT,82.0103078977,2023-04-26T15:59:59.999Z,RUB1
USDT,82.1172150762,2023-04-26T16:59:59.999Z,RUB1
USDT,82.1299698919,2023-04-26T17:59:59.999Z,RUB1
USDT,82.1220904046,2023-04-26T18:59:59.999Z,RUB1
USDT,82.1501917354,2023-04-26T19:59:59.999Z,RUB1
USDT,82.1761029135,2023-04-26T20:59:59.999Z,RUB1
USDT,82.1555507362,2023-04-26T21:59:59.999Z,RUB1
USDT,81.8617034702,2023-04-26T22:59:59.999Z,RUB1
USDT,81.822706794,2023-04-26T23:59:59.999Z,RUB1
USDT,81.8059844405,2023-04-27T00:59:59.999Z,RUB1
USDT,81.8393799871,2023-04-27T01:59:59.999Z,RUB1
USDT,81.8037102994,2023-04-27T02:59:59.999Z,RUB1
USDT,81.820546694,2023-04-27T03:59:59.999Z,RUB1
USDT,81.7419906692,2023-04-27T04:59:59.999Z,RUB1
USDT,81.7826311871,2023-04-27T05:59:59.999Z,RUB1
USDT,81.8943876024,2023-04-27T06:59:59.999Z,RUB1
USDT,81.6418148544,2023-04-27T07:59:59.999Z,RUB1
USDT,81.7364568481,2023-04-27T08:59:59.999Z,RUB1
USDT,81.5262550733,2023-04-27T09:59:59.999Z,RUB1
USDT,81.5491976684,2023-04-27T10:59:59.999Z,RUB1
USDT,81.529538143,2023-04-27T11:59:59.999Z,RUB1
USDT,81.8371066375,2023-04-27T12:59:59.999Z,RUB1
USDT,81.4517251057,2023-04-27T13:59:59.999Z,RUB1
USDT,81.3203531944,2023-04-27T14:59:59.999Z,RUB1
USDT,81.6128465736,2023-04-27T15:59:59.999Z,RUB1
USDT,81.5857354643,2023-04-27T16:59:59.999Z,RUB1
USDT,81.5647058382,2023-04-27T17:59:59.999Z,RUB1
USDT,81.5669227391,2023-04-27T18:59:59.999Z,RUB1
USDT,81.6466415562,2023-04-27T19:59:59.999Z,RUB1
USDT,81.7357517591,2023-04-27T20:59:59.999Z,RUB1
USDT,81.6090462124,2023-04-27T21:59:59.999Z,RUB1
USDT,81.6011667098,2023-04-27T22:59:59.999Z,RUB1
USDT,81.5965220755,2023-04-27T23:59:59.999Z,RUB1
USDT,81.6159586957,2023-04-28T00:59:59.999Z,RUB1
USDT,81.618412436,2023-04-28T01:59:59.999Z,RUB1
USDT,81.6156504597,2023-04-28T02:59:59.999Z,RUB1
USDT,81.6145387395,2023-04-28T03:59:59.999Z,RUB1
USDT,81.3811125577,2023-04-28T04:59:59.999Z,RUB1
USDT,81.3822381214,2023-04-28T05:59:59.999Z,RUB1
USDT,81.6504783482,2023-04-28T06:59:59.999Z,RUB1
USDT,81.4588983299,2023-04-28T07:59:59.999Z,RUB1
USDT,81.1196977922,2023-04-28T08:59:59.999Z,RUB1
USDT,80.8948314993,2023-04-28T09:59:59.999Z,RUB1
USDT,80.0395911848,2023-04-28T10:59:59.999Z,RUB1
USDT,79.2728766172,2023-04-28T11:59:59.999Z,RUB1
USDT,81.633117355,2023-04-28T12:59:59.999Z,RUB1
USDT,79.5628947224,2023-04-28T13:59:59.999Z,RUB1
USDT,80.3030680756,2023-04-28T14:59:59.999Z,RUB1
USDT,80.1592561776,2023-04-28T15:59:59.999Z,RUB1
USDT,80.2464686701,2023-04-28T16:59:59.999Z,RUB1
USDT,80.2471384667,2023-04-28T17:59:59.999Z,RUB1
USDT,80.2653241801,2023-04-28T18:59:59.999Z,RUB1
USDT,80.0377195908,2023-04-28T19:59:59.999Z,RUB1
USDT,80.0543904969,2023-04-28T20:59:59.999Z,RUB1
USDT,80.504173995,2023-04-28T21:59:59.999Z,RUB1
USDT,80.5166042596,2023-04-28T22:59:59.999Z,RUB1
USDT,80.5065041696,2023-04-28T23:59:59.999Z,RUB1
USDT,80.504747098,2023-04-29T00:59:59.999Z,RUB1
USDT,80.5051913393,2023-04-29T01:59:59.999Z,RUB1
USDT,80.5183433864,2023-04-29T02:59:59.999Z,RUB1
USDT,80.5148227428,2023-04-29T03:59:59.999Z,RUB1
USDT,80.5085618735,2023-04-29T04:59:59.999Z,RUB1
USDT,80.5129051072,2023-04-29T05:59:59.999Z,RUB1
USDT,80.509109103,2023-04-29T06:59:59.999Z,RUB1
USDT,80.5118062516,2023-04-29T07:59:59.999Z,RUB1
USDT,80.5048366354,2023-04-29T08:59:59.999Z,RUB1
USDT,80.510663238,2023-04-29T09:59:59.999Z,RUB1
USDT,80.5054043191,2023-04-29T10:59:59.999Z,RUB1
USDT,80.5082673023,2023-04-29T11:59:59.999Z,RUB1
USDT,80.5060501646,2023-04-29T12:59:59.999Z,RUB1
USDT,80.5082199644,2023-04-29T13:59:59.999Z,RUB1
USDT,80.5067056602,2023-04-29T14:59:59.999Z,RUB1
USDT,80.5086783189,2023-04-29T15:59:59.999Z,RUB1
USDT,80.4976296797,2023-04-29T16:59:59.999Z,RUB1
USDT,80.5145162868,2023-04-29T17:59:59.999Z,RUB1
USDT,80.5111740648,2023-04-29T18:59:59.999Z,RUB1
USDT,80.5091977133,2023-04-29T19:59:59.999Z,RUB1
USDT,80.4977289602,2023-04-29T20:59:59.999Z,RUB1
USDT,80.4979000353,2023-04-29T21:59:59.999Z,RUB1
USDT,80.4967934343,2023-04-29T22:59:59.999Z,RUB1
USDT,80.4988545838,2023-04-29T23:59:59.999Z,RUB1
USDT,80.4979228929,2023-04-30T00:59:59.999Z,RUB1
USDT,80.4944591116,2023-04-30T01:59:59.999Z,RUB1
USDT,80.5013454238,2023-04-30T02:59:59.999Z,RUB1
USDT,80.4952471815,2023-04-30T03:59:59.999Z,RUB1
USDT,80.499257721,2023-04-30T04:59:59.999Z,RUB1
USDT,80.4914332744,2023-04-30T05:59:59.999Z,RUB1
USDT,80.5027828464,2023-04-30T06:59:59.999Z,RUB1
USDT,80.5019579667,2023-04-30T07:59:59.999Z,RUB1
USDT,80.5074374668,2023-04-30T08:59:59.999Z,RUB1
USDT,80.5001717122,2023-04-30T09:59:59.999Z,RUB1
USDT,80.5133448504,2023-04-30T10:59:59.999Z,RUB1
USDT,80.4922238281,2023-04-30T11:59:59.999Z,RUB1
USDT,80.4907719971,2023-04-30T12:59:59.999Z,RUB1
USDT,80.4906553387,2023-04-30T13:59:59.999Z,RUB1
USDT,80.493649909,2023-04-30T14:59:59.999Z,RUB1
USDT,80.4847667947,2023-04-30T15:59:59.999Z,RUB1
USDT,80.491791171,2023-04-30T16:59:59.999Z,RUB1
USDT,80.4975299966,2023-04-30T17:59:59.999Z,RUB1
USDT,80.501946634,2023-04-30T18:59:59.999Z,RUB1
USDT,80.4952504574,2023-04-30T19:59:59.999Z,RUB1
USDT,80.4980180161,2023-04-30T20:59:59.999Z,RUB1
USDT,80.4964555435,2023-04-30T21:59:59.999Z,RUB1
USDT,80.4893295017,2023-04-30T22:59:59.999Z,RUB1
USDT,80.4852673157,2023-04-30T23:59:59.999Z,RUB1
USDT,80.4857538584,2023-05-01T00:59:59.999Z,RUB1
USDT,80.5011300072,2023-05-01T01:59:59.999Z,RUB1
USDT,80.4999782312,2023-05-01T02:59:59.999Z,RUB1
USDT,80.4891873601,2023-05-01T03:59:59.999Z,RUB1
USDT,80.4851868795,2023-05-01T04:59:59.999Z,RUB1
USDT,80.4922147491,2023-05-01T05:59:59.999Z,RUB1
USDT,80.0402405267,2023-05-01T06:59:59.999Z,RUB1
USDT,80.0379972885,2023-05-01T07:59:59.999Z,RUB1
USDT,80.0640465383,2023-05-01T08:59:59.999Z,RUB1
USDT,80.1648364354,2023-05-01T09:59:59.999Z,RUB1
USDT,80.1494211844,2023-05-01T10:59:59.999Z,RUB1
USDT,80.1433074042,2023-05-01T11:59:59.999Z,RUB1
USDT,80.4651838512,2023-05-01T12:59:59.999Z,RUB1
USDT,79.2773172802,2023-05-01T13:59:59.999Z,RUB1
USDT,79.272455981,2023-05-01T14:59:59.999Z,RUB1
USDT,79.2461766373,2023-05-01T15:59:59.999Z,RUB1
USDT,79.3560876167,2023-05-01T16:59:59.999Z,RUB1
USDT,79.3506648482,2023-05-01T17:59:59.999Z,RUB1
USDT,79.8493352993,2023-05-01T18:59:59.999Z,RUB1
USDT,79.8606324471,2023-05-01T19:59:59.999Z,RUB1
USDT,79.8539883799,2023-05-01T20:59:59.999Z,RUB1
USDT,80.6959387883,2023-05-01T21:59:59.999Z,RUB1
USDT,80.6947280728,2023-05-01T22:59:59.999Z,RUB1
USDT,80.6987913358,2023-05-01T23:59:59.999Z,RUB1
USDT,80.7125045326,2023-05-02T00:59:59.999Z,RUB1
USDT,80.4330103963,2023-05-02T01:59:59.999Z,RUB1
USDT,80.466179697,2023-05-02T02:59:59.999Z,RUB1
USDT,80.458451122,2023-05-02T03:59:59.999Z,RUB1
USDT,80.3640967247,2023-05-02T04:59:59.999Z,RUB1
USDT,80.3983896684,2023-05-02T05:59:59.999Z,RUB1
USDT,80.4187477245,2023-05-02T06:59:59.999Z,RUB1
USDT,80.0162709626,2023-05-02T07:59:59.999Z,RUB1
USDT,79.975289886,2023-05-02T08:59:59.999Z,RUB1
USDT,79.7297737452,2023-05-02T09:59:59.999Z,RUB1
USDT,79.7494523156,2023-05-02T10:59:59.999Z,RUB1
USDT,79.7624420346,2023-05-02T11:59:59.999Z,RUB1
USDT,80.7066086977,2023-05-02T12:59:59.999Z,RUB1
USDT,80.0723015472,2023-05-02T13:59:59.999Z,RUB1
USDT,79.6356427311,2023-05-02T14:59:59.999Z,RUB1
USDT,79.8590992568,2023-05-02T15:59:59.999Z,RUB1
USDT,80.1344949284,2023-05-02T16:59:59.999Z,RUB1
USDT,80.1471965476,2023-05-02T17:59:59.999Z,RUB1
USDT,80.1566412052,2023-05-02T18:59:59.999Z,RUB1
USDT,80.1616566668,2023-05-02T19:59:59.999Z,RUB1
USDT,80.1576758485,2023-05-02T20:59:59.999Z,RUB1
USDT,80.1687938047,2023-05-02T21:59:59.999Z,RUB1
USDT,80.1796754623,2023-05-02T22:59:59.999Z,RUB1
USDT,80.1629694547,2023-05-02T23:59:59.999Z,RUB1
USDT,80.1364364613,2023-05-03T00:59:59.999Z,RUB1
USDT,80.1603532748,2023-05-03T01:59:59.999Z,RUB1
USDT,80.165160342,2023-05-03T02:59:59.999Z,RUB1
USDT,80.157590374,2023-05-03T03:59:59.999Z,RUB1
USDT,79.8417260252,2023-05-03T04:59:59.999Z,RUB1
USDT,79.8402567376,2023-05-03T05:59:59.999Z,RUB1
USDT,79.9459927626,2023-05-03T06:59:59.999Z,RUB1
USDT,79.6481926554,2023-05-03T07:59:59.999Z,RUB1
USDT,79.1971285313,2023-05-03T08:59:59.999Z,RUB1
USDT,79.2831869771,2023-05-03T09:59:59.999Z,RUB1
USDT,79.3994797252,2023-05-03T10:59:59.999Z,RUB1
USDT,79.3400656852,2023-05-03T11:59:59.999Z,RUB1
USDT,80.14870937,2023-05-03T12:59:59.999Z,RUB1
USDT,79.7300106493,2023-05-03T13:59:59.999Z,RUB1
USDT,79.7278751384,2023-05-03T14:59:59.999Z,RUB1
USDT,79.2855917793,2023-05-03T15:59:59.999Z,RUB1
USDT,79.2779705598,2023-05-03T16:59:59.999Z,RUB1
USDT,79.2623317786,2023-05-03T17:59:59.999Z,RUB1
USDT,79.2868954003,2023-05-03T18:59:59.999Z,RUB1
USDT,79.5177751955,2023-05-03T19:59:59.999Z,RUB1
USDT,79.5294725613,2023-05-03T20:59:59.999Z,RUB1
USDT,79.5431150169,2023-05-03T21:59:59.999Z,RUB1
USDT,79.5175931612,2023-05-03T22:59:59.999Z,RUB1
USDT,79.5127901168,2023-05-03T23:59:59.999Z,RUB1
USDT,79.5479005194,2023-05-04T00:59:59.999Z,RUB1
USDT,79.5240127371,2023-05-04T01:59:59.999Z,RUB1
USDT,79.5297359845,2023-05-04T02:59:59.999Z,RUB1
USDT,79.5252647783,2023-05-04T03:59:59.999Z,RUB1
USDT,79.3321810499,2023-05-04T04:59:59.999Z,RUB1
USDT,79.2368282152,2023-05-04T05:59:59.999Z,RUB1
USDT,79.2397717128,2023-05-04T06:59:59.999Z,RUB1
USDT,79.0374396017,2023-05-04T07:59:59.999Z,RUB1
USDT,78.6493248937,2023-05-04T08:59:59.999Z,RUB1
USDT,78.3862549596,2023-05-04T09:59:59.999Z,RUB1
USDT,78.3215467422,2023-05-04T10:59:59.999Z,RUB1
USDT,78.8899397654,2023-05-04T11:59:59.999Z,RUB1
USDT,79.5359639445,2023-05-04T12:59:59.999Z,RUB1
USDT,78.129788659,2023-05-04T13:59:59.999Z,RUB1
USDT,78.1602907832,2023-05-04T14:59:59.999Z,RUB1
USDT,78.2173706386,2023-05-04T15:59:59.999Z,RUB1
USDT,78.2174555873,2023-05-04T16:59:59.999Z,RUB1
USDT,78.2214481246,2023-05-04T17:59:59.999Z,RUB1
USDT,78.2264962002,2023-05-04T18:59:59.999Z,RUB1
USDT,78.531882483,2023-05-04T19:59:59.999Z,RUB1
USDT,78.5250128508,2023-05-04T20:59:59.999Z,RUB1
USDT,78.5273242173,2023-05-04T21:59:59.999Z,RUB1
USDT,78.534802977,2023-05-04T22:59:59.999Z,RUB1
USDT,78.5354037877,2023-05-04T23:59:59.999Z,RUB1
USDT,78.5330023258,2023-05-05T00:59:59.999Z,RUB1
USDT,78.6927001459,2023-05-05T01:59:59.999Z,RUB1
USDT,78.691177018,2023-05-05T02:59:59.999Z,RUB1
USDT,78.6856083771,2023-05-05T03:59:59.999Z,RUB1
USDT,78.0520948047,2023-05-05T04:59:59.999Z,RUB1
USDT,78.0535949346,2023-05-05T05:59:59.999Z,RUB1
USDT,77.5611891566,2023-05-05T06:59:59.999Z,RUB1
USDT,76.6704598715,2023-05-05T07:59:59.999Z,RUB1
USDT,76.458219143,2023-05-05T08:59:59.999Z,RUB1
USDT,76.8408838032,2023-05-05T09:59:59.999Z,RUB1
USDT,77.0471671336,2023-05-05T10:59:59.999Z,RUB1
USDT,77.2539782581,2023-05-05T11:59:59.999Z,RUB1
USDT,78.538984105,2023-05-05T12:59:59.999Z,RUB1
USDT,77.1108976292,2023-05-05T13:59:59.999Z,RUB1
USDT,77.3338452959,2023-05-05T14:59:59.999Z,RUB1
USDT,77.4703973588,2023-05-05T15:59:59.999Z,RUB1
USDT,77.4587576232,2023-05-05T16:59:59.999Z,RUB1
USDT,77.4712008375,2023-05-05T17:59:59.999Z,RUB1
USDT,77.4713240573,2023-05-05T18:59:59.999Z,RUB1
USDT,77.4772614095,2023-05-05T19:59:59.999Z,RUB1
USDT,77.4724639235,2023-05-05T20:59:59.999Z,RUB1
USDT,77.8947016683,2023-05-05T21:59:59.999Z,RUB1
USDT,77.8911031316,2023-05-05T22:59:59.999Z,RUB1
USDT,77.894220604,2023-05-05T23:59:59.999Z,RUB1
USDT,77.8944419022,2023-05-06T00:59:59.999Z,RUB1
USDT,77.894414894,2023-05-06T01:59:59.999Z,RUB1
USDT,77.8988467712,2023-05-06T02:59:59.999Z,RUB1
USDT,77.8944969304,2023-05-06T03:59:59.999Z,RUB1
USDT,77.9003615451,2023-05-06T04:59:59.999Z,RUB1
USDT,77.8887415774,2023-05-06T05:59:59.999Z,RUB1
USDT,77.8941371915,2023-05-06T06:59:59.999Z,RUB1
USDT,77.8948432263,2023-05-06T07:59:59.999Z,RUB1
USDT,77.8944924274,2023-05-06T08:59:59.999Z,RUB1
USDT,77.8953704105,2023-05-06T09:59:59.999Z,RUB1
USDT,77.9024525136,2023-05-06T10:59:59.999Z,RUB1
USDT,77.9126982729,2023-05-06T11:59:59.999Z,RUB1
USDT,77.9144977484,2023-05-06T12:59:59.999Z,RUB1
USDT,77.9376771759,2023-05-06T13:59:59.999Z,RUB1
USDT,77.952066859,2023-05-06T14:59:59.999Z,RUB1
USDT,77.9529817485,2023-05-06T15:59:59.999Z,RUB1
USDT,77.9565954656,2023-05-06T16:59:59.999Z,RUB1
USDT,77.9598994288,2023-05-06T17:59:59.999Z,RUB1
USDT,77.9625865598,2023-05-06T18:59:59.999Z,RUB1
USDT,77.9590529821,2023-05-06T19:59:59.999Z,RUB1
USDT,77.957438496,2023-05-06T20:59:59.999Z,RUB1
USDT,77.9550957877,2023-05-06T21:59:59.999Z,RUB1
USDT,77.9598398177,2023-05-06T22:59:59.999Z,RUB1
USDT,77.957686286,2023-05-06T23:59:59.999Z,RUB1
USDT,77.9575678941,2023-05-07T00:59:59.999Z,RUB1
USDT,77.9563671254,2023-05-07T01:59:59.999Z,RUB1
USDT,77.9465907904,2023-05-07T02:59:59.999Z,RUB1
USDT,77.9482452069,2023-05-07T03:59:59.999Z,RUB1
USDT,77.9499390724,2023-05-07T04:59:59.999Z,RUB1
USDT,77.9312932488,2023-05-07T05:59:59.999Z,RUB1
USDT,77.9304751298,2023-05-07T06:59:59.999Z,RUB1
USDT,77.9300879578,2023-05-07T07:59:59.999Z,RUB1
USDT,77.9268119889,2023-05-07T08:59:59.999Z,RUB1
USDT,77.9195480591,2023-05-07T09:59:59.999Z,RUB1
USDT,77.9175146595,2023-05-07T10:59:59.999Z,RUB1
USDT,77.9217542598,2023-05-07T11:59:59.999Z,RUB1
USDT,77.9137646135,2023-05-07T12:59:59.999Z,RUB1
USDT,77.9182929053,2023-05-07T13:59:59.999Z,RUB1
USDT,77.916531496,2023-05-07T14:59:59.999Z,RUB1
USDT,77.9347812287,2023-05-07T15:59:59.999Z,RUB1
USDT,77.9210467103,2023-05-07T16:59:59.999Z,RUB1
USDT,77.9125033121,2023-05-07T17:59:59.999Z,RUB1
USDT,77.9176232147,2023-05-07T18:59:59.999Z,RUB1
USDT,77.9245247329,2023-05-07T19:59:59.999Z,RUB1
USDT,77.9195211862,2023-05-07T20:59:59.999Z,RUB1
USDT,77.91100718,2023-05-07T21:59:59.999Z,RUB1
USDT,77.9112576433,2023-05-07T22:59:59.999Z,RUB1
USDT,77.929935824,2023-05-07T23:59:59.999Z,RUB1
USDT,77.9128095579,2023-05-08T00:59:59.999Z,RUB1
USDT,77.9469865033,2023-05-08T01:59:59.999Z,RUB1
USDT,77.9494503191,2023-05-08T02:59:59.999Z,RUB1
